Username,Timestamp,location,device
RohiRohikiru06,2020-07-16 06:29:18+00:00,"Tiruchengode, India",Android
exfrotezter,2020-07-16 06:29:18+00:00,Sri Lanka,iPhone
ValerieLimoo,2020-07-16 06:29:19+00:00,"Nairobi, Kenya",iPhone
BrophyJane,2020-07-16 06:29:19+00:00,,iPhone
rutujam60299489,2020-07-16 06:29:19+00:00,,Mobile device
VisionStudio_SA,2020-07-16 06:29:19+00:00,South Africa,Android
rajeshkumart13,2020-07-16 06:29:20+00:00,,Android
Djvngxbawa,2020-07-16 06:29:20+00:00,The Streets ,Android
smbeutler,2020-07-16 06:29:21+00:00,California & Seattle,-
SeetaLabs,2020-07-16 06:29:21+00:00,Italy,-
mrbojangles2013,2020-07-16 06:29:22+00:00,"Leeds, England",Android
thetravelprinc1,2020-07-16 06:29:22+00:00,,Android
yashginoya_98,2020-07-16 06:29:22+00:00,,Android
Cheol04144861,2020-07-16 06:29:23+00:00,"Dallas, TX",Mobile device
ScooterCrawdad,2020-07-16 06:29:23+00:00,,Android
hiambuj,2020-07-16 06:29:23+00:00,"GZB, NDLS, MZN, INDB",Mobile device
rutujam60299489,2020-07-16 06:29:23+00:00,,Mobile device
BhattTweet,2020-07-16 06:29:23+00:00,"New Delhi, India",Mobile device
michelschoever2,2020-07-16 06:29:24+00:00,Nederland,iPhone
BitterflyBlue,2020-07-16 06:29:24+00:00,"California, USA",iPhone
Bhavani59442983,2020-07-16 06:29:25+00:00,,Mobile device
MailinThomas,2020-07-16 06:29:25+00:00,Hannover,Android
james_penfield,2020-07-16 06:29:25+00:00,"Oxford, England",iPhone
sveltstuff,2020-07-16 06:29:25+00:00,Earth,Android
HtxBrandon,2020-07-16 06:29:25+00:00,"Houston, TX",iPhone
MaximaMaximum,2020-07-16 06:29:26+00:00,Frankfurt am Main,Android
Mickelham,2020-07-16 06:29:26+00:00,,Mobile device
TARAK_pradeep,2020-07-16 06:29:26+00:00,Vijayawada🔥,Android
CSWDSY,2020-07-16 06:29:26+00:00,,Mobile device
mennovanhilten,2020-07-16 06:29:27+00:00,Tweets are personal views.,iPhone
tommymiles,2020-07-16 06:29:28+00:00,"NYC, NY 10301 ",iPad
yash_sa,2020-07-16 06:29:28+00:00,,Android
amelbinthilal,2020-07-16 06:29:28+00:00,,iPhone
Classykay777,2020-07-16 06:29:28+00:00,The Globe ,Android
UbaldoSandoval,2020-07-16 06:29:28+00:00,"Mérida, Venezuela",Mobile device
rutujam60299489,2020-07-16 06:29:29+00:00,,Mobile device
baca_marti,2020-07-16 06:29:29+00:00,"Casa Grande, AZ",iPhone
chidambara09,2020-07-16 06:29:30+00:00,Mysore  and  BERLIN,Mobile device
HtxBrandon,2020-07-16 06:29:30+00:00,"Houston, TX",iPhone
Mayanks31861932,2020-07-16 06:29:30+00:00,"Jaipur, India",Android
9NewsAUS,2020-07-16 06:29:30+00:00,Australia,-
blawgher,2020-07-16 06:29:30+00:00,"New York, USA",iPhone
PVynckier,2020-07-16 06:29:30+00:00,Strasbourg,Mobile device
CsR___,2020-07-16 06:29:30+00:00,93,Android
tina_leeds,2020-07-16 06:29:31+00:00,,Mobile device
LJR1626,2020-07-16 06:29:31+00:00,,Android
Casinocoder,2020-07-16 06:29:32+00:00,NW WA State ,Android
CREDAINational,2020-07-16 06:29:32+00:00,New Delhi,iPhone
blameyoubot,2020-07-16 06:29:32+00:00,,Bot
Eva_Hinds,2020-07-16 06:29:32+00:00,Somalia,iPhone
auggie_dawgy,2020-07-16 06:29:32+00:00,Monterey County ,iPhone
caitybanana1,2020-07-16 06:29:33+00:00,Bay Area,iPhone
SherryRenny,2020-07-16 06:29:33+00:00,,Mobile device
rutujam60299489,2020-07-16 06:29:33+00:00,,Mobile device
cbaca5902,2020-07-16 06:29:33+00:00,"Reedsport, OR",iPad
dhj_davis,2020-07-16 06:29:33+00:00,,Android
IAmTrullyIndian,2020-07-16 06:29:33+00:00,भारतवर्ष,Android
amsierra,2020-07-16 06:29:33+00:00,"Tacoma, WA USA",iPhone
VoicesMaternity,2020-07-16 06:29:33+00:00,Worcestershire,Android
ImSidhu27,2020-07-16 06:29:34+00:00,India,Android
UrstrulyShier,2020-07-16 06:29:34+00:00,Hyderabad,Android
ceciliakeene5,2020-07-16 06:29:34+00:00,,Mobile device
ocaldwell,2020-07-16 06:29:34+00:00,"Detroit, MI",-
PIPSQC,2020-07-16 06:29:34+00:00,,iPhone
AVKarlsson,2020-07-16 06:29:35+00:00,Stockholm,iPad
Twaweza_Ke,2020-07-16 06:29:36+00:00,"Nairobi, Kenya",Android
ToochieTweets,2020-07-16 06:29:36+00:00,,iPhone
HtxBrandon,2020-07-16 06:29:36+00:00,"Houston, TX",iPhone
lifelessAI,2020-07-16 06:29:36+00:00,Neverwas,Android
wagatwe,2020-07-16 06:29:37+00:00,Long Beach ca,iPad
rutujam60299489,2020-07-16 06:29:37+00:00,,Mobile device
Naveen8236,2020-07-16 06:29:38+00:00,"Hyderabad, India",Android
kumargogia,2020-07-16 06:29:38+00:00,"Chandigarh, India",Android
Jadeydreams,2020-07-16 06:29:38+00:00,"New York, USA",iPhone
bpizano67,2020-07-16 06:29:38+00:00,California,Android
SheriGreenwell,2020-07-16 06:29:38+00:00,"Auckland, New Zealand",iPhone
BloodsevaIndia,2020-07-16 06:29:39+00:00,भारतवर्ष,Android
ImSidhu27,2020-07-16 06:29:39+00:00,India,Android
Jo2Jim1978,2020-07-16 06:29:39+00:00,,iPad
CoNIVolly,2020-07-16 06:29:39+00:00,,Mobile device
Jonah_Evans2,2020-07-16 06:29:40+00:00,,iPhone
TheBslimB,2020-07-16 06:29:40+00:00,HIDING IN THE BUSHES ,Android
kumargogia,2020-07-16 06:29:40+00:00,"Chandigarh, India",Android
carlofavaretti,2020-07-16 06:29:40+00:00,Italy,-
JordanZRay,2020-07-16 06:29:40+00:00,,Android
Akcelaltd,2020-07-16 06:29:40+00:00,Norwich,Mobile device
ROBJammuKashmir,2020-07-16 06:29:41+00:00,Jammu And Kashmir,Mobile device
jdthhubbard,2020-07-16 06:29:41+00:00,"Anderson, SC",iPad
ANUausi,2020-07-16 06:29:42+00:00,Australian Capital Territory,Mobile device
Irant,2020-07-16 06:29:42+00:00,Denver,iPhone
SherryRenny,2020-07-16 06:29:42+00:00,,Mobile device
Fatherof2X,2020-07-16 06:29:42+00:00,"Los Angeles, CA",iPhone
kevoangaine,2020-07-16 06:29:42+00:00,"Nairobi, Kenya",Android
ThanSinghYouth,2020-07-16 06:29:42+00:00,"Agra, Uttar Pradesh",Android
RelssertRacing,2020-07-16 06:29:43+00:00,United Kingdom,Android
WoJiangYou,2020-07-16 06:29:43+00:00,Mars,Mobile device
GertCOosthuizen,2020-07-16 06:29:43+00:00,Republic of South Africa,iPhone
MC_Eades,2020-07-16 06:29:43+00:00,,Mobile device
TheOtherView3,2020-07-16 06:29:43+00:00,South Africa,iPhone
falltwit,2020-07-16 06:29:43+00:00,,iPhone
hamzeedodoh,2020-07-16 06:29:44+00:00,"Dutse, Nigeria",Android
PVynckier,2020-07-16 06:29:45+00:00,Strasbourg,Mobile device
SabahKashmiri,2020-07-16 06:29:45+00:00,,Mobile device
Blubdha,2020-07-16 06:29:45+00:00,unceded territory Coast Salish xʷməθk'̓wəym (Musqueam) Skwxwu'́7mesh (Squamish) Stó:lō &   Sə'li'lwətaʔ/Səlilwittulh̓ (Tsleil- Waututh),Mobile device
educatedadult1,2020-07-16 06:29:45+00:00,Out East (NY),Android
jules16876,2020-07-16 06:29:45+00:00,,iPhone
Kuch_Mil_Gya,2020-07-16 06:29:46+00:00,,Android
AndreRob27,2020-07-16 06:29:46+00:00,,Android
SiannanD,2020-07-16 06:29:47+00:00,,Android
Majeh19,2020-07-16 06:29:47+00:00,"England, United Kingdom",Android
kivlin46,2020-07-16 06:29:47+00:00,,iPhone
cgsimm,2020-07-16 06:29:47+00:00,"Portland, OR",iPhone
Rollo369,2020-07-16 06:29:48+00:00,"48.6361° N, 1.5115° W",iPhone
M_Wayne_Brown,2020-07-16 06:29:48+00:00,"Suan Luang, Thailand",Mobile device
IamJm92557679,2020-07-16 06:29:48+00:00,,Android
praveenkumark76,2020-07-16 06:29:48+00:00,"Bengaluru, India",Android
JDM31504238,2020-07-16 06:29:48+00:00,,iPhone
Majibur__Rahman,2020-07-16 06:29:49+00:00,"Fairfax, VA",iPhone
CCP_CE,2020-07-16 06:29:49+00:00,HK,Mobile device
SAFPU_Official,2020-07-16 06:29:49+00:00,"The Media Mill, Milpark ",Android
CSTfirenze,2020-07-16 06:29:49+00:00,"Firenze, Italy",iPhone
kaitlynptacek,2020-07-16 06:29:49+00:00,,Android
alwaysejami,2020-07-16 06:29:50+00:00,"Melbourne, Australia",iPhone
Llama_Strudel,2020-07-16 06:29:50+00:00,,Mobile device
spex357,2020-07-16 06:29:50+00:00,Devon,Mobile device
Shupal129,2020-07-16 06:29:50+00:00,"New Delhi, India",Android
MizBlueBalls,2020-07-16 06:29:50+00:00,Las Vegas Bitches,iPhone
theAbhijeetRoy,2020-07-16 06:29:50+00:00,"New Delhi, India",Android
lmasadat,2020-07-16 06:29:51+00:00,மாநகரம்,Mobile device
G_Bh15,2020-07-16 06:29:51+00:00,Pune,Mobile device
andrewcoventry6,2020-07-16 06:29:51+00:00,"Penicuik, Scotland",Android
becswilcox,2020-07-16 06:29:51+00:00,"Whitstable, Kent",iPhone
dvw64,2020-07-16 06:29:51+00:00,Lincolnshire,iPad
kpmgaustralia,2020-07-16 06:29:52+00:00,Australia,Mobile device
Jenn728675309,2020-07-16 06:29:52+00:00,"Seattle, WA",iPhone
EmmaMcSLP,2020-07-16 06:29:52+00:00,"Heathcote, Victoria",Mobile device
educationhubng,2020-07-16 06:29:52+00:00,"Lagos City Hall, Lagos Island",Android
Myself_chanduu,2020-07-16 06:29:53+00:00,India,Mobile device
ScooterCrawdad,2020-07-16 06:29:53+00:00,,Android
Medawar_,2020-07-16 06:29:54+00:00,Lebanon,iPhone
hamza_qds,2020-07-16 06:29:54+00:00,Paris,iPhone
mohamed_afraz1,2020-07-16 06:29:54+00:00,Maldives,Android
MrsStarEyes1,2020-07-16 06:29:54+00:00,Finland,Mobile device
Cstu05,2020-07-16 06:29:54+00:00,Nashville TN,iPhone
SMDBOYU,2020-07-16 06:29:55+00:00,,iPhone
proudindian1801,2020-07-16 06:29:55+00:00,India,Android
leonardi_damian,2020-07-16 06:29:55+00:00,Uk,Mobile device
GoldishCJ,2020-07-16 06:29:55+00:00,"Stirling, Scotland",iPhone
afeduptaxpayer,2020-07-16 06:29:56+00:00,Sussex,Mobile device
linoguz,2020-07-16 06:29:56+00:00,"Orizaba, Veracruz Mexico",Android
Pall_Care_Aus,2020-07-16 06:29:56+00:00,Canberra,-
Shriniv30843175,2020-07-16 06:29:56+00:00,,Android
jsp_vamsi,2020-07-16 06:29:56+00:00,India,Android
alightpakistan,2020-07-16 06:29:57+00:00,"Islamabad, Pakistan",Mobile device
BloodDonorsIn,2020-07-16 06:29:57+00:00,"Mumbai, India",-
trbram,2020-07-16 06:29:57+00:00,Australia,Mobile device
mishmishjuba,2020-07-16 06:29:57+00:00,South Sudan/ Kenya ,Mobile device
rutujam60299489,2020-07-16 06:29:58+00:00,,Mobile device
papianon,2020-07-16 06:29:58+00:00,just around the next corner,Mobile device
gopimsurya,2020-07-16 06:29:58+00:00,"Gudur (Home) ,Vizianagram",Android
sai290395,2020-07-16 06:29:58+00:00,"Hyderabad, India",Android
devharshjain,2020-07-16 06:29:59+00:00, Delhi,Android
CaitlinKellyNYC,2020-07-16 06:29:59+00:00,On the balcony,iPhone
DRajesh_UG4PH,2020-07-16 06:29:59+00:00,India,Android
Jethro_the_cat,2020-07-16 06:29:59+00:00,,iPad
MarkSch74067866,2020-07-16 06:29:59+00:00,"Ohio, USA",Android
jessie07222,2020-07-16 06:29:59+00:00,In everyone's heart,Android
NALExecs,2020-07-16 06:29:59+00:00,Worldwide,-
MayorCassidy,2020-07-16 06:29:59+00:00,"San Leandro, CA",Mobile device
ahmedabadmirror,2020-07-16 06:30:00+00:00,"Ahmedabad, Gujarat",-
One_Health_In,2020-07-16 06:30:00+00:00,,-
KunjanYadav17,2020-07-16 06:30:00+00:00,"New Delhi, India",Mobile device
mastercardindia,2020-07-16 06:30:00+00:00,,-
ChaitanyaVKJ,2020-07-16 06:30:00+00:00,"Bengaluru, India",-
AssistsAuthor,2020-07-16 06:30:00+00:00,Delaware,Mobile device
WilsonMenezess,2020-07-16 06:30:00+00:00,Koramangala,Mobile device
ThePuneMirror,2020-07-16 06:30:00+00:00,Pune,-
SCMPNews,2020-07-16 06:30:00+00:00,Hong Kong,-
SECTION27news,2020-07-16 06:30:00+00:00,South Africa,-
TheRMH,2020-07-16 06:30:00+00:00,"Parkville, Victoria, Australia",Mobile device
PeninsulaQatar,2020-07-16 06:30:00+00:00,Qatar,-
W24_SA,2020-07-16 06:30:00+00:00,South Africa,-
Minet_Kenya,2020-07-16 06:30:00+00:00,Kenya,Mobile device
Fcorowe,2020-07-16 06:30:00+00:00,🇨🇱Born🇦🇺Citizen🇬🇧Residnt,Mobile device
Bussola_ins,2020-07-16 06:30:00+00:00,Belgium,Mobile device
DMmovies,2020-07-16 06:30:00+00:00,India,Mobile device
MumbaiMirror,2020-07-16 06:30:00+00:00,"Mumbai, India",-
BillMew,2020-07-16 06:30:00+00:00,UK,Mobile device
appledaily_hk,2020-07-16 06:30:00+00:00,Hong Kong,-
IPAWorldorg,2020-07-16 06:30:00+00:00,USA,Mobile device
rajatpadhy97,2020-07-16 06:30:00+00:00,Brahmapur,Android
educatedadult1,2020-07-16 06:30:01+00:00,Out East (NY),Android
MishraAishvi,2020-07-16 06:30:01+00:00,"Lucknow, India",iPhone
DiabeticCyborgg,2020-07-16 06:30:01+00:00,"Longview, TX",Mobile device
HealthCheck_in,2020-07-16 06:30:01+00:00,"मुंबई, भारत",-
this1wierdgirl,2020-07-16 06:30:01+00:00,"Somewhere Over Here, I think",iPhone
down2earthindia,2020-07-16 06:30:00+00:00,India,-
FoodNavAsia,2020-07-16 06:30:01+00:00,Singapore,-
DJQolani_RSA,2020-07-16 06:30:02+00:00,"Africa, RSA",Android
China24Official,2020-07-16 06:30:01+00:00,Beijing,Mobile device
SayedZamir0222,2020-07-16 06:30:02+00:00,,Android
billslater,2020-07-16 06:30:02+00:00,"Chicago, IL",Mobile device
NewsbyMorB,2020-07-16 06:30:02+00:00,,-
Criticalanglez,2020-07-16 06:30:02+00:00,Between Agnostic and Atheist,iPad
MaggiJeffcoat,2020-07-16 06:30:02+00:00,Oregon,Mobile device
rutujam60299489,2020-07-16 06:30:02+00:00,,Mobile device
simplistec,2020-07-16 06:30:02+00:00,Malta,-
htTweets,2020-07-16 06:30:02+00:00,India,-
Ranjan_aisa,2020-07-16 06:30:03+00:00,"Ara,Bihar",Android
wef,2020-07-16 06:30:03+00:00,"Geneva, Switzerland",-
bundle_of_joy69,2020-07-16 06:30:03+00:00,,iPhone
TangentII,2020-07-16 06:30:04+00:00,The other side of the wall,Mobile device
DailyNewsEgypt,2020-07-16 06:30:05+00:00,Egypt,-
Subhran35137326,2020-07-16 06:30:05+00:00,,Mobile device
rutujam60299489,2020-07-16 06:30:05+00:00,,Mobile device
CLGF_News,2020-07-16 06:30:05+00:00,Commonwealth,Android
ScooterCrawdad,2020-07-16 06:30:05+00:00,,Android
itu_sha,2020-07-16 06:30:05+00:00,,Android
donnakathleend,2020-07-16 06:30:05+00:00,,iPhone
sharingmyv0ice,2020-07-16 06:30:05+00:00,,Mobile device
mks2011957,2020-07-16 06:30:05+00:00,"Navimumbai,Maharastra",Android
ipfconline1,2020-07-16 06:30:05+00:00,"Marseille, France",-
Radio420zw,2020-07-16 06:30:05+00:00,"Harare, Zimbabwe",-
aksarbent,2020-07-16 06:30:06+00:00,,Android
EnokViking,2020-07-16 06:30:06+00:00,Stockholm,Mobile device
Safe_Sauda,2020-07-16 06:30:06+00:00,"Pune, India",Mobile device
katofarouk,2020-07-16 06:30:06+00:00,kampala ,iPhone
uniqagroup,2020-07-16 06:30:06+00:00,"Wien, Österreich",-
Trace88529604,2020-07-16 06:30:06+00:00,"MakeAmericaGreatAgain, USA",iPhone
SpeedBird_NCL,2020-07-16 06:30:06+00:00,Worldwide,-
EndFuelPoverty,2020-07-16 06:30:07+00:00,UK,-
RSKSINDIA,2020-07-16 06:30:06+00:00,"Ajmer, India",Mobile device
infinityllc1,2020-07-16 06:30:07+00:00,Oregon,iPhone
behuman360,2020-07-16 06:30:07+00:00,"Washington, USA",iPhone
CovidUpdatesEA,2020-07-16 06:30:07+00:00,,-
LydiaMFanfan,2020-07-16 06:30:07+00:00,"Los Angeles, California",Android
poetpooch,2020-07-16 06:30:08+00:00,Second star to the right...,Android
ImSidhu27,2020-07-16 06:30:08+00:00,India,Android
jangid1244667,2020-07-16 06:30:08+00:00,"Jaipur, India",Android
SherryRenny,2020-07-16 06:30:08+00:00,,Mobile device
ElNoyu,2020-07-16 06:30:08+00:00,,-
bobbi713,2020-07-16 06:30:08+00:00,"Florida, USA",Mobile device
datasciencebot_,2020-07-16 06:30:08+00:00,,Bot
vishal_organic,2020-07-16 06:30:08+00:00,"Rishikesh, Uttrakhand, India",Android
CovidUpdatesEA,2020-07-16 06:30:08+00:00,,-
CoronaUpdateBot,2020-07-16 06:30:08+00:00,,Bot
jmbrown85,2020-07-16 06:30:08+00:00,WI,Mobile device
FemiOke,2020-07-16 06:30:08+00:00,Washington D.C.,-
TommieNash4TN27,2020-07-16 06:30:09+00:00,"Altus, OK from Amarillo,tx",Android
mylimeboots,2020-07-16 06:30:09+00:00,Johannesburg,Android
LwazmeroDlams,2020-07-16 06:30:09+00:00,"Nongoma, Soweto",Android
bongals2003r,2020-07-16 06:30:09+00:00,,iPhone
FHaggui,2020-07-16 06:30:09+00:00,"Regina, SK",Android
seamusclarke2,2020-07-16 06:30:09+00:00,,iPhone
lmv6719,2020-07-16 06:30:10+00:00,"East Gwillimbury, Ontario",iPhone
DLotimong,2020-07-16 06:30:10+00:00,U🇺🇬//G🇬🇼//S🇸🇴Africa. ,Android
TammyBevan2,2020-07-16 06:30:10+00:00,"Mansfield, England",iPhone
Jitenadvocate,2020-07-16 06:30:10+00:00,"New Delhi, Delhi",Mobile device
ztyrzl,2020-07-16 06:30:10+00:00,Malaysia,iPhone
EmpressGranny,2020-07-16 06:30:11+00:00,,Android
Llama_Strudel,2020-07-16 06:30:11+00:00,,Mobile device
PowerAfricaUS,2020-07-16 06:30:11+00:00,"Pretoria, South Africa",Mobile device
EcoExpert1,2020-07-16 06:30:11+00:00,Republic of Mauritius,Mac
univadisUK,2020-07-16 06:30:11+00:00,United Kingdom,-
CarolRi29641054,2020-07-16 06:30:12+00:00,,Mobile device
Sibel06560850,2020-07-16 06:30:12+00:00,,iPhone
PaulMakesMovies,2020-07-16 06:30:12+00:00,In yer butt,iPhone
rarasheed1209,2020-07-16 06:30:12+00:00,"Fairborn, OH",Android
natespuewell,2020-07-16 06:30:13+00:00,Northern California. USA.,Mobile device
dirosky,2020-07-16 06:30:13+00:00,"ÜT: 51.495768,0.082194",Android
Valbona0123456,2020-07-16 06:30:13+00:00,"Tirane, Albania",Android
PCMagIN,2020-07-16 06:30:13+00:00,,-
HoneymoonGondol,2020-07-16 06:30:14+00:00,honeymoongondola@gmail.com,-
NTunga,2020-07-16 06:30:14+00:00,,iPhone
mehabecapital,2020-07-16 06:30:14+00:00,Germany,-
GertCOosthuizen,2020-07-16 06:30:14+00:00,Republic of South Africa,iPhone
CitizenMva,2020-07-16 06:30:15+00:00,,iPhone
morenike199,2020-07-16 06:30:15+00:00,Nigeria,Android
mailranjitswain,2020-07-16 06:30:15+00:00,"Bhubaneshwar, India",Android
OuadjedK,2020-07-16 06:30:15+00:00,"Provence-Alpes-Côte d'Azur, Fr",Android
SEforALLorg,2020-07-16 06:30:16+00:00,,Mobile device
topicsng,2020-07-16 06:30:17+00:00,Nigeria,-
SantosiniPanig2,2020-07-16 06:30:17+00:00,Bhubaneswar,Android
lmv6719,2020-07-16 06:30:17+00:00,"East Gwillimbury, Ontario",iPhone
pothidotcom,2020-07-16 06:30:17+00:00,"Bangalore, India",-
PatrickNjwoman,2020-07-16 06:30:17+00:00,"Munich, Bavaria",iPhone
claudiarrf01,2020-07-16 06:30:17+00:00,,iPhone
clintgriffindot,2020-07-16 06:30:17+00:00,"Durban, South Africa",Mobile device
OxTweets,2020-07-16 06:30:18+00:00,Oxfordshire,-
AAKASHPUNHANI,2020-07-16 06:30:18+00:00,Karachi/Dubai/Tharparkar,Mobile device
dhodi_harshal,2020-07-16 06:30:19+00:00,,Android
Cstu05,2020-07-16 06:30:19+00:00,Nashville TN,iPhone
_gabrieloke,2020-07-16 06:30:19+00:00,"Abuja, Nigeria",Android
LobaKing_,2020-07-16 06:30:19+00:00,Land of the living,iPhone
chidambara09,2020-07-16 06:30:20+00:00,Mysore  and  BERLIN,Mobile device
OrganicFarmerNZ,2020-07-16 06:30:20+00:00,NEW ZEALAND,iPhone
ATamariya,2020-07-16 06:30:20+00:00,"Bengaluru, India",Android
grandpooba5440,2020-07-16 06:30:21+00:00,,Android
Lee02212277,2020-07-16 06:30:21+00:00,"Upstate, NY",Mobile device
CovidData2,2020-07-16 06:30:21+00:00,,-
SandyZavery,2020-07-16 06:30:21+00:00,,iPhone
LC21911825,2020-07-16 06:30:22+00:00,,iPhone
MarkSch74067866,2020-07-16 06:30:22+00:00,"Ohio, USA",Android
SherryRenny,2020-07-16 06:30:22+00:00,,Mobile device
CA_CIB,2020-07-16 06:30:22+00:00,30+ countries,-
Selfless_Always,2020-07-16 06:30:22+00:00,World,Android
odiapolice,2020-07-16 06:30:22+00:00,"ଓଡିଶା, ଭାରତ ",Android
jetta1p,2020-07-16 06:30:22+00:00,"Las Vegas, NV Baby!!!",Android
LeyamGeoffrey,2020-07-16 06:30:22+00:00,,iPhone
EmptyNestExpat,2020-07-16 06:30:22+00:00,"Istanbul, Turkey",iPhone
VamsiCh82471174,2020-07-16 06:30:23+00:00,India ,Mobile device
agelessphysio,2020-07-16 06:30:23+00:00,"Ikeja, Lekki, Ajah, Lagos.",Android
thedextazlab,2020-07-16 06:30:24+00:00,"Dar es Salaam, Tanzania",-
sharathkalpada1,2020-07-16 06:30:24+00:00,,Android
lifelessAI,2020-07-16 06:30:24+00:00,Neverwas,Android
mennovanhilten,2020-07-16 06:30:24+00:00,Tweets are personal views.,iPhone
proshillong,2020-07-16 06:30:24+00:00,"Shillong, India",Android
phsdegroot,2020-07-16 06:30:24+00:00,,Mobile device
DevraMaza,2020-07-16 06:30:24+00:00,Los Angeles/New York,Mobile device
Aakashmsd7,2020-07-16 06:30:24+00:00,,Android
clinicalsourci1,2020-07-16 06:30:25+00:00,,-
DCU,2020-07-16 06:30:25+00:00,"Glasnevin, Dublin 9, Ireland",-
BeaLuraschi,2020-07-16 06:30:25+00:00,London,Android
ferrari_fb,2020-07-16 06:30:25+00:00,Mars ,Mobile device
martinkstiles,2020-07-16 06:30:26+00:00,"Hamilton City, New Zealand",iPhone
BrexitMonkey,2020-07-16 06:30:27+00:00,t' North,Android
Triciaw02009623,2020-07-16 06:30:27+00:00,,iPhone
evergreennebs,2020-07-16 06:30:27+00:00,Wigan Lancashire,iPad
realLutherSloan,2020-07-16 06:30:27+00:00,Not Sector 001,Android
SherryRenny,2020-07-16 06:30:27+00:00,,Mobile device
Llama_Strudel,2020-07-16 06:30:28+00:00,,Mobile device
MirageNewsCom,2020-07-16 06:30:28+00:00,,-
balfies,2020-07-16 06:30:28+00:00,gadigal land (sydney),Android
avinestro,2020-07-16 06:30:28+00:00,India,-
dubie1151,2020-07-16 06:30:28+00:00,Southern California ,Android
OldGoldRacing,2020-07-16 06:30:28+00:00,United Kingdom,-
shismailus,2020-07-16 06:30:28+00:00,,Android
mourneseafood,2020-07-16 06:30:29+00:00,Belfast and Dundrum Co Down ,iPhone
MassenzoNeil,2020-07-16 06:30:29+00:00,"Commiefornia,USA",iPhone
R_cacti,2020-07-16 06:30:29+00:00,"Islamabad, Pakistan",Android
justaiwantour,2020-07-16 06:30:29+00:00,"Taipei, Taiwan",Mobile device
Sibel06560850,2020-07-16 06:30:30+00:00,,iPhone
cherrymischivus,2020-07-16 06:30:30+00:00,UK,Android
StirnaGun,2020-07-16 06:30:30+00:00,"ÜT: 56.951361,24.106329",-
ErrantStrategry,2020-07-16 06:30:30+00:00,"APO, AE (Germany)",iPhone
uniaus,2020-07-16 06:30:31+00:00,Canberra,-
NevCannon,2020-07-16 06:30:31+00:00,Plymouth,Android
RuthvenPhilip,2020-07-16 06:30:31+00:00,"Amsterdam, The Netherlands",Mobile device
AnsisEgle,2020-07-16 06:30:31+00:00,Riga,iPhone
_AiLab,2020-07-16 06:30:31+00:00,AustraliaㅣNZㅣGlobal,iPhone
ChouduryRoy,2020-07-16 06:30:31+00:00,গ্রাম-বাংলা,Android
Cstu05,2020-07-16 06:30:32+00:00,Nashville TN,iPhone
FabNHSStuff,2020-07-16 06:30:32+00:00,,-
MirzaFarman27,2020-07-16 06:30:32+00:00,"Jammu And Kashmir, India",Android
sobatofu353,2020-07-16 06:30:32+00:00,pluto,iPhone
sud420,2020-07-16 06:30:32+00:00,"Navi Mumbai ,India",Android
telefonicab2b,2020-07-16 06:30:32+00:00,Global,Mobile device
CluckMort,2020-07-16 06:30:32+00:00,Age of Enlightenment,Android
ChrisCowcher,2020-07-16 06:30:32+00:00,"Woodstock, England",Android
